Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,Condition,Condition Description
69951,The Aquariums of Pyongyang: Ten Years in the North Korean Gulag,"K.Chol-hwan, P.Rigoulot",K.Chol-hwan,P.Rigoulot,465011047,9780000000000.0,0,4.06,Basic Books,Paperback,272.0,2000.0,2000.0,,15/09/2010,to-read,12,to-read,0,0,,
24970,Either/Or: A Fragment of Life,"S.Kierkegaard, V.Eremita, A.Hannay",S.Kierkegaard,"V.Eremita, A.Hannay",140445773,9780000000000.0,0,4.17,Penguin Classics,Paperback,640.0,1843.0,1843.0,,15/09/2010,to-read,11,to-read,0,0,,
130440,Doctor Zhivago,"B.Pasternak, M.Hayward, M.Harari, J.Bayley",B.Pasternak,"M.Hayward, M.Harari, J.Bayley",679774386,9780000000000.0,0,4.03,Pantheon,Paperback,592.0,1957.0,1957.0,,14/09/2010,to-read,10,to-read,0,0,,
8720123,Unknown Book 8720123,NaN,NaN,,0,0.0,5,5.0,,,0.0,,,,12/9/2010,,,read,1,0,,
23878,Chronicle of a Death Foretold,"G.G.Márquez, G.Rabassa",G.G.Márquez,G.Rabassa,140003471X,9780000000000.0,3,3.95,Vintage,Paperback,120.0,1981.0,1981.0,,18/05/2008,,,read,1,0,,
45307,The Elephant Vanishes,H.Murakami,H.Murakami,,679420576,9780000000000.0,0,3.88,Knopf,Hardcover,327.0,1993.0,1993.0,,23/08/2010,to-read,9,to-read,0,0,,
1313991,The Kingdom of Zydeco,M.Tisserand,M.Tisserand,,380732386,9780000000000.0,5,4.21,Spike,Paperback,0.0,1998.0,1998.0,28/05/2009,28/05/2009,,,read,1,1,Like new,
49552,The Stranger,"A.Camus, L.Sarı, M.Ward, S.Gilbert",A.Camus,"L.Sarı, M.Ward, S.Gilbert",0,0.0,4,3.96,Vintage International,Paperback,123.0,1942.0,1942.0,22/08/2010,22/08/2010,,,read,1,0,,
70101,The Immoralist,"A.Gide, A.Sheridan, D.Watson",A.Gide,"A.Sheridan, D.Watson",142180025,9780000000000.0,5,3.59,Penguin Classics,Paperback,144.0,1902.0,1902.0,15/08/2010,15/08/2010,,,read,1,0,,
6712580,Reality Hunger: A Manifesto,D.Shields,D.Shields,,307273539,9780000000000.0,0,3.62,Knopf,Hardcover,219.0,2010.0,2010.0,,11/6/2010,to-read,8,to-read,0,0,,
119561,The Order of Things: An Archaeology of the Human Sciences,M.Foucault,M.Foucault,,679753354,9780000000000.0,0,4.12,Vintage,Paperback,416.0,1966.0,1966.0,,11/6/2010,to-read,7,to-read,0,0,,
77516,Stones of Aran: Pilgrimage (Stones of Aran #1),T.Robinson,T.Robinson,,014011565X,9780000000000.0,0,4.23,Penguin Books Ltd,Paperback,320.0,1986.0,1986.0,,11/6/2010,to-read,6,to-read,0,0,,
114550,Vanishing Point,D.Markson,D.Markson,,1593760108,9780000000000.0,0,3.91,Counterpoint,Paperback,191.0,2004.0,2004.0,,11/6/2010,to-read,5,to-read,0,0,,
41681,The Jungle,"U.Sinclair, E.Lee, K.DeGrave",U.Sinclair,"E.Lee, K.DeGrave",1884365302,9780000000000.0,5,3.72,See Sharp Press,Paperback,335.0,1906.0,1906.0,23/05/2010,1/5/2010,,,read,1,0,,
29579,Foundation (Foundation #1),I.Asimov,I.Asimov,,553803719,9780000000000.0,4,4.13,Bantam,Hardcover,244.0,1951.0,1951.0,,12/4/2010,,,read,1,0,,
69242,Made to Stick: Why Some Ideas Survive and Others Die,"C.Heath, D.Heath",C.Heath,D.Heath,1400064287,9780000000000.0,3,3.96,Random House,Hardcover,291.0,2006.0,2006.0,4/4/2010,29/03/2010,,,read,1,0,,
93504,The Omnivore's Dilemma: A Natural History of Four Meals,M.Pollan,M.Pollan,,143038583,9780000000000.0,0,4.17,Penguin Books,Paperback,450.0,2006.0,2006.0,,29/03/2010,to-read,3,to-read,0,0,,
236866,Infrastructure: A Field Guide to the Industrial Landscape,B.Hayes,B.Hayes,,393329593,9780000000000.0,0,4.45,W. W. Norton  Company,Paperback,544.0,2005.0,2005.0,,29/03/2010,to-read,2,to-read,0,0,,
102030,Musashi,"E.Yoshikawa, C.Terry, E.O.Reischauer",E.Yoshikawa,"C.Terry, E.O.Reischauer",4770019572,9780000000000.0,0,4.43,Kodansha International,Hardcover,970.0,1935.0,1935.0,,29/03/2010,to-read,1,to-read,0,0,,
27303,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",K.Armstrong,K.Armstrong,,345384563,9780000000000.0,5,3.85,Ballantine Books,Paperback,496.0,1975.0,1975.0,5/3/2010,25/07/2007,,,read,1,0,,
143170,Sixty Stories,"D.Barthelme, D.Gates",D.Barthelme,D.Gates,142437395,9780000000000.0,4,4.21,Penguin Classics,Paperback,451.0,1981.0,1981.0,,1/7/2007,,,read,1,0,,
118008,White Noise,D.Delillo,D.Delillo,,0,0.0,2,3.86,Penguin Books,Paperback,326.0,1985.0,1985.0,,28/06/2007,,,read,1,0,,
1701,Augustine: A New Biography,J.J.O'donnell,J.J.O'donnell,,60535385,9780000000000.0,2,3.67,Harper Perennial,Paperback,432.0,1985.0,1985.0,,27/06/2007,,,read,1,0,,
412791,Evil: An Investigation,L.Morrow,L.Morrow,,465047556,9780000000000.0,3,3.18,Basic Books,Paperback,288.0,2003.0,2003.0,1/1/2005,26/06/2007,,,read,1,0,,
239100,Digital Fortress,D.Brown,D.Brown,,312995423,9780000000000.0,1,3.61,St. Martin's Paperbacks,Mass Market Paperback,431.0,1998.0,1998.0,,26/06/2007,,,read,1,0,,
99944,The Bhagavad Gita,"K.Vyasa, S.Brodbeck, J.Mascaró",K.Vyasa,"S.Brodbeck, J.Mascaró",140449183,9780000000000.0,4,4.1,Penguin,Paperback,160.0,2003.0,2003.0,,23/06/2007,,,read,1,0,,
2210223,Meatball Sundae: Is Your Marketing Out of Sync?,S.Godin,S.Godin,,1591841747,9780000000000.0,3,3.73,Portfolio,Hardcover,256.0,2007.0,2007.0,,26/09/2009,,,read,1,0,,
113171,The Jazz Theory Book,M.Levine,M.Levine,,1883217040,9780000000000.0,4,4.44,Sher Music Co.,Spiral-bound,522.0,1995.0,1995.0,,3/9/2009,,,read,1,0,,
1301183,The Southern Baptists: A Subculture in Transition,E.M.Rosenberg,E.M.Rosenberg,,870495984,9780000000000.0,5,4.5,University of Tennessee Press,Hardcover,240.0,1989.0,1989.0,,30/08/2009,to-read,,read,1,1,Good,
77203,The Kite Runner,K.Hosseini,K.Hosseini,,1594480001,9780000000000.0,3,4.26,Riverhead Books,Paperback,371.0,2003.0,2003.0,,20/08/2009,to-read,,read,1,0,,
7745,Fear and Loathing in Las Vegas,"H.S.Thompson, R.Steadman",H.S.Thompson,R.Steadman,679785892,9780000000000.0,3,4.08,Vintage Books,Paperback,204.0,1971.0,1971.0,,11/6/2008,to-read,,read,1,0,,
920197,Pro Drupal Development,"J.K.Vandyk, M.Westgate",J.K.Vandyk,M.Westgate,1590597559,9780000000000.0,4,3.99,Apress,Paperback,428.0,2007.0,2007.0,,18/05/2008,to-read,,read,1,0,,
48464,A Good Man is Hard to Find and Other Stories,F.O'connor,F.O'connor,,151365040,9780000000000.0,4,4.24,Houghton Mifflin Harcourt,Hardcover,252.0,1953.0,1953.0,,28/04/2008,to-read,,read,1,0,,
1129035,Noble Powell and the Episcopal Establishment in the Twentieth Century,D.Hein,D.Hein,,1556353944,9780000000000.0,1,3.0,Wipf & Stock Publishers,Paperback,182.0,2001.0,2001.0,,28/04/2008,to-read,,read,1,0,,
1201676,An Introduction to Hinduism,G.D.Flood,G.D.Flood,,521438780,9780000000000.0,3,3.79,Cambridge University Press,Paperback,367.0,1996.0,1996.0,,23/06/2007,,,read,1,0,,
575786,The Empty Mirror: Experiences in a Japanese Zen Monastery,J.V.D.Wetering,J.V.D.Wetering,,312207743,9780000000000.0,4,4.06,St. Martin's Griffin,Paperback,160.0,1973.0,1973.0,,28/04/2008,,,read,1,0,,
1332188,Shattered Faith: A Woman's Struggle to Stop the Catholic Church from Annuling Her Marriage,S.R.Kennedy,S.R.Kennedy,,679439951,9780000000000.0,2,3.48,Pantheon,Hardcover,238.0,1997.0,1997.0,,28/04/2008,school-related,,read,1,0,,
1057231,Samskara: A Rite for a Dead Man,"U.R.A.ಯು.ಆರ್.ಅನ೦ತಮೂರ್ತಿ, A.Ramanujan",U.R.A.ಯು.ಆರ್.ಅನ೦ತಮೂರ್ತಿ,A.Ramanujan,195610792,9780000000000.0,4,3.88,"Oxford University Press, USA",Paperback,176.0,1965.0,1965.0,,28/04/2008,,,read,1,0,,
18238,A Season in Purgatory,D.Dunne,D.Dunne,,345430557,9780000000000.0,3,4.04,Ballantine Books,Paperback,464.0,1993.0,1993.0,,10/3/2008,,,read,1,0,,
9454,Phenomenology of Spirit,"G.W.F.Hegel, A.Miller, J.N.Findlay",G.W.F.Hegel,"A.Miller, J.N.Findlay",198245971,9780000000000.0,1,3.91,Oxford University Press,Paperback,640.0,1807.0,1807.0,,28/01/2008,school-related,,read,1,0,,
80324,Prolegomena to Any Future Metaphysics,"I.Kant, J.W.Ellington, P.Carus",I.Kant,"J.W.Ellington, P.Carus",872205932,9780000000000.0,3,3.89,Hacket Publishing,Paperback,160.0,1783.0,1783.0,1/9/2007,28/10/2007,school-related,,read,1,0,,
1782103,The Ethics,B.Spinoza,B.Spinoza,,1404302069,9780000000000.0,4,4.01,IndyPublish.com,Hardcover,208.0,1677.0,1677.0,,28/10/2007,,,read,1,0,,
208657,Theological-Political Treatise,"B.Spinoza, S.Feldman, S.Shirley",B.Spinoza,"S.Feldman, S.Shirley",872206076,9780000000000.0,4,4.03,"Hackett Publishing Company, Inc.",Paperback,296.0,1670.0,1670.0,,28/10/2007,,,read,1,0,,
7588,A Portrait of the Artist as a Young Man,"J.Joyce, S.Deane",J.Joyce,S.Deane,142437344,9780000000000.0,4,3.61,Penguin Classics,Paperback,329.0,1916.0,1916.0,,3/7/2007,,,read,1,0,,
8852,Macbeth,W.Shakespeare,W.Shakespeare,,743477103,9780000000000.0,4,3.88,Washington Square Press,Mass Market Paperback,323.0,1606.0,1606.0,,3/7/2007,,,read,1,0,,
5470,1984,"G.Orwell, E.Fromm, G.Orwell",G.Orwell,"E.Fromm, G.Orwell",451524934,9780000000000.0,3,4.15,New American Library,Mass Market Paperback,328.0,1949.0,1949.0,,2/7/2007,school-related,,read,1,0,,
4381,Fahrenheit 451,R.Bradbury,R.Bradbury,,307347974,9780000000000.0,4,3.97,Plaza y Janes,Paperback,174.0,1953.0,1953.0,,2/7/2007,school-related,,read,1,0,,
28862,The Prince,"N.Machiavelli, A.Caso, R.Goodwin, B.Martinez",N.Machiavelli,"A.Caso, R.Goodwin, B.Martinez",937832383,9780000000000.0,3,3.78,Dante University of America Press,Paperback,140.0,1532.0,1532.0,,2/7/2007,,,read,1,0,,
616993,Ethics,D.Bonhoeffer,D.Bonhoeffer,,068481501X,9780000000000.0,4,4.17,Touchstone,Paperback,384.0,1955.0,1955.0,,2/7/2007,,,read,1,0,,
4981,Slaughterhouse-Five,K.V.Jr.,K.V.Jr.,,385333846,9780000000000.0,4,4.06,Dial Press,Paperback,275.0,1969.0,1969.0,,2/7/2007,school-related,,read,1,0,,
160171,Just for Fun: The Story of an Accidental Revolutionary,"L.Torvalds, D.Diamond",L.Torvalds,D.Diamond,66620732,9780000000000.0,4,3.91,HarperBusiness,Paperback,288.0,2001.0,2001.0,,28/06/2007,school-related,,read,1,0,,
44954,Code: And Other Laws of Cyberspace,L.Lessig,L.Lessig,,465039138,9780000000000.0,4,3.94,Basic Books,Paperback,320.0,1999.0,1999.0,,28/06/2007,school-related,,read,1,0,,
72011,Free Culture: The Nature and Future of Creativity,L.Lessig,L.Lessig,,143034650,9780000000000.0,4,4.12,Penguin Books,Paperback,368.0,2004.0,2004.0,,28/06/2007,school-related,,read,1,0,,
22320,"Pattern Recognition (Blue Ant, #1)",W.Gibson,W.Gibson,,425198685,9780000000000.0,3,3.86,Berkley Books,Mass Market Paperback,367.0,2003.0,2003.0,,28/06/2007,,,read,1,0,,
31463,Far from the Madding Crowd,"T.Hardy, R.Morgan, S.Russell",T.Hardy,"R.Morgan, S.Russell",141439653,9780000000000.0,1,3.92,Penguin Books,Paperback,433.0,1874.0,1874.0,,28/06/2007,,,read,1,0,,
960,"Angels & Demons  (Robert Langdon, #1)",D.Brown,D.Brown,,1416524797,9780000000000.0,2,3.86,Pocket Books,Mass Market Paperback,736.0,2000.0,2000.0,,27/06/2007,,,read,1,0,,
426826,When Jesus Came to Harvard: Making Moral Choices Today,H.Cox,H.Cox,,061871054X,9780000000000.0,4,3.81,Mariner Books,Paperback,352.0,2004.0,2004.0,,27/06/2007,,,read,1,0,,
77084,The World Is Flat: A Brief History of the Twenty-first Century,T.L.Friedman,T.L.Friedman,,374292884,9780000000000.0,1,3.66,"Farrar, Straus and Giroux",Hardcover,488.0,2005.0,2005.0,,27/06/2007,to-read,,read,1,0,,
2612,The Tipping Point: How Little Things Can Make a Big Difference,M.Gladwell,M.Gladwell,,316346624,9780000000000.0,2,3.93,Back Bay Books,Paperback,301.0,2000.0,2000.0,,26/06/2007,to-read,,read,1,0,,
16981,Invisible Man,R.Ellison,R.Ellison,,679732764,9780000000000.0,5,3.84,Vintage,Paperback,581.0,1952.0,1952.0,,27/06/2007,,,read,1,0,,
833213,One Hundred Years of Solitude,G.G.Márquez,G.G.Márquez,,60919655,9780000000000.0,5,4.04,HarperPerennial,Paperback,422.0,1967.0,1967.0,,26/06/2007,to-read,,read,1,0,,
385,On Bullshit,H.G.Frankfurt,H.G.Frankfurt,,691122946,9780000000000.0,2,3.55,Princeton University Press,Hardcover,67.0,1986.0,1986.0,,26/06/2007,to-read,,read,1,0,,
22283,Survivor,C.Palahniuk,C.Palahniuk,,009928264X,9780000000000.0,5,3.93,Vintage,Paperback,289.0,1999.0,1999.0,,26/06/2007,,,read,1,0,,
370493,The Giving Tree,S.Silverstein,S.Silverstein,,60256656,9780000000000.0,5,4.37,HarperCollins Publishers,Hardcover,64.0,1964.0,1964.0,,26/06/2007,,,read,1,0,,
30118,A Light in the Attic,S.Silverstein,S.Silverstein,,60513063,9780000000000.0,4,4.34,Harpercollins Childrens Books,Hardcover,176.0,1981.0,1981.0,,26/06/2007,,,read,1,0,,
30119,Where the Sidewalk Ends,S.Silverstein,S.Silverstein,,60513039,9780000000000.0,4,4.29,Harpercollins Childrens Books,Hardcover,176.0,1974.0,1974.0,,26/06/2007,,,read,1,0,,
6689,James and the Giant Peach,"R.Dahl, Q.Blake",R.Dahl,Q.Blake,375814248,9780000000000.0,5,3.99,Alfred A. Knopf ,Hardcover,146.0,1961.0,1961.0,,26/06/2007,,,read,1,0,,
9328,The House of the Spirits,"I.Allende, M.Bogin",I.Allende,M.Bogin,553383809,9780000000000.0,5,4.2,Dial Press Trade Paperback,Paperback,448.0,1982.0,1982.0,,26/06/2007,,,read,1,0,,
5129,Brave New World,A.Huxley,A.Huxley,,60929871,9780000000000.0,4,3.97,Harper Perennial,Paperback,268.0,1932.0,1932.0,,26/06/2007,,,read,1,0,,
40102,Blink: The Power of Thinking Without Thinking,M.Gladwell,M.Gladwell,,316010669,9780000000000.0,2,3.9,Back Bay Books,Paperback,296.0,2005.0,2005.0,,26/06/2007,,,read,1,0,,
1618,The Curious Incident of the Dog in the Night-Time,M.Haddon,M.Haddon,,1400032717,9780000000000.0,4,3.85,Vintage Contemporaries,Paperback,226.0,2003.0,2003.0,,26/06/2007,,,read,1,0,,
3876,The Sun Also Rises (Fiesta),E.Hemingway,E.Hemingway,,0,0.0,4,3.83,Pan Books,Paperback,189.0,1926.0,1926.0,,26/06/2007,,,read,1,0,,
12938,King Lear,W.Shakespeare,W.Shakespeare,,074348276X,9780000000000.0,3,3.9,Simon  Schuster,Paperback,316.0,1603.0,1603.0,,26/06/2007,,,read,1,0,,
1420,Hamlet,"W.Shakespeare, R.Gibson, R.Andrews",W.Shakespeare,"R.Gibson, R.Andrews",521618746,9780000000000.0,4,4.01,Cambridge University Press,Paperback,289.0,1600.0,1600.0,,26/06/2007,,,read,1,0,,
7667,Airframe,M.Crichton,M.Crichton,,99556316,9780000000000.0,4,3.67,Arrow Books,Paperback,431.0,1996.0,1996.0,,26/06/2007,,,read,1,0,,
15860,State of Fear,M.Crichton,M.Crichton,,61015733,9780000000000.0,2,3.69,Avon,Mass Market Paperback,672.0,2004.0,2004.0,,26/06/2007,,,read,1,0,,
7669,Timeline,M.Crichton,M.Crichton,,99244721,9780000000000.0,2,3.83,Arrow Books,Mass Market Paperback,489.0,1999.0,1999.0,,26/06/2007,,,read,1,0,,
7670,The Andromeda Strain,M.Crichton,M.Crichton,,60541814,9780000000000.0,4,3.87,Avon Books,Paperback,327.0,1969.0,1969.0,,26/06/2007,,,read,1,0,,
885642,Pretty Good Magic,"C.E.Dubowski, M.Dubowski",C.E.Dubowski,M.Dubowski,039489068X,9780000000000.0,5,4.0,Random House Books for Young Readers,Paperback,48.0,1987.0,1987.0,,26/06/2007,,,read,1,0,,
9601,Bluebeard,K.V.Jr.,K.V.Jr.,,038533351X,9780000000000.0,5,4.02,Dial Press Trade Paperback,Paperback,318.0,1987.0,1987.0,,26/06/2007,school-related,,read,1,0,,
4982,The Sirens of Titan,K.V.Jr.,K.V.Jr.,,1857988841,9780000000000.0,4,4.16,Gollancz,Paperback,224.0,1959.0,1959.0,,26/06/2007,school-related,,read,1,0,,
9593,Galápagos,K.V.Jr.,K.V.Jr.,,385333870,9780000000000.0,5,3.87,Dial Press,Paperback,324.0,1985.0,1985.0,,26/06/2007,,,read,1,0,,
135479,Cat's Cradle,K.V.Jr.,K.V.Jr.,,140285601,9780000000000.0,4,4.18,Penguin,Paperback,306.0,1963.0,1963.0,,26/06/2007,,,read,1,0,,
29059,Choke,C.Palahniuk,C.Palahniuk,,385720920,9780000000000.0,4,3.69,Anchor Books,Paperback,293.0,2001.0,2001.0,,26/06/2007,school-related,,read,1,0,,
22284,Diary,C.Palahniuk,C.Palahniuk,,1400032814,9780000000000.0,4,3.61,Anchor,Paperback,262.0,2003.0,2003.0,,26/06/2007,school-related,,read,1,0,,
33293,Naked Economics: Undressing the Dismal Science,C.Wheelan,C.Wheelan,,393324869,9780000000000.0,4,4.0,W. W. Norton  Company,Paperback,288.0,2002.0,2002.0,,26/06/2007,,,read,1,0,,
968,"The Da Vinci Code (Robert Langdon, #2)",D.Brown,D.Brown,,307277674,9780000000000.0,1,3.79,Anchor,Paperback,481.0,2003.0,2003.0,,26/06/2007,school-related,,read,1,0,,
10176,Dress Your Family in Corduroy and Denim,D.Sedaris,D.Sedaris,,965904830,9780000000000.0,1,4.09,Little Brown & Co.,Paperback,272.0,2004.0,2004.0,,26/06/2007,school-related,,read,1,0,,
4671,The Great Gatsby,F.S.Fitzgerald,F.S.Fitzgerald,,743273567,9780000000000.0,5,3.89,Scribner,Paperback,180.0,1925.0,1925.0,,26/06/2007,,,read,1,0,,
4588,Extremely Loud and Incredibly Close,J.S.Foer,J.S.Foer,,618711651,9780000000000.0,5,3.97,Mariner Books,Paperback,326.0,2005.0,2005.0,,23/06/2007,,,read,1,0,,
411321,Invisible Monsters,C.Palahniuk,C.Palahniuk,,393319296,9780000000000.0,5,4.0,W.W. Norton & Company,Paperback,297.0,1999.0,1999.0,,23/06/2007,,,read,1,0,,
2265,It's Not About the Bike: My Journey Back to Life,"L.Armstrong, S.Jenkins",L.Armstrong,S.Jenkins,425179613,9780000000000.0,4,3.72,Berkley Trade,Paperback,294.0,1999.0,1999.0,,23/06/2007,,,read,1,0,,
5562,Winning [Ganar],"J.Welch, S.Welch",J.Welch,S.Welch,8466621091,9790000000000.0,3,3.8,Vergara,Paperback,395.0,1992.0,1992.0,,23/06/2007,school-related,,read,1,0,,
849747,Moondust: In Search Of The Men Who Fell To Earth,A.Smith,A.Smith,,747563691,9780000000000.0,3,4.06,Bloomsbury,Paperback,372.0,2005.0,2005.0,,23/06/2007,school-related,,read,1,0,,
439673,"Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",E.Schlosser,E.Schlosser,,618334661,9780000000000.0,4,3.76,Houghton Mifflin Harcourt,Hardcover,320.0,2003.0,2003.0,,23/06/2007,,,read,1,0,,
25887,Islam: A Concise Introduction,H.Smith,H.Smith,,60095571,9780000000000.0,5,3.71,HarperOne,Paperback,112.0,1958.0,1958.0,,23/06/2007,,,read,1,0,,
